id,sentence_raw,sentence_clean,e1,e2,relation_full,relation_type,relation_direction,comment
2222,"The inner <e1>strands</e1> of the <e2>mop</e2> are twisted very little, while the outer strands have farther to go and thus receive more of the torque, or twisting force.","The inner strands of the mop are twisted very little, while the outer strands have farther to go and thus receive more of the torque, or twisting force.",strands,mop,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
2223,A cafe <e1>owner</e1> thought up an unlikely beverage that has created a 'miracle' <e2>cure</e2>.,A cafe owner thought up an unlikely beverage that has created a 'miracle' cure.,owner,cure,Other,Other,none,the bevearge is the producer not the owner
2224,We inserted <e1>marks</e1> into the heap profiling <e2>output</e2> programmatically.,We inserted marks into the heap profiling output programmatically.,marks,output,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
2225,The <e1>actress</e1> went into <e2>cardiac arrest</e2>.,The actress went into cardiac arrest.,actress,cardiac arrest,Other,Other,none,violates b.1 and c.3
2226,"The boat <e1>rides</e1> leave from the <e2>harbour</e2> at Avoch, chugging out into the firth in search of bottle nose dolphins.","The boat rides leave from the harbour at Avoch, chugging out into the firth in search of bottle nose dolphins.",rides,harbour,Other,Other,none,
2227,"But a <e1>confederacy</e1> of different <e2>republics</e2> has, in many instances, existed and flourished for a long time together.","But a confederacy of different republics has, in many instances, existed and flourished for a long time together.",confederacy,republics,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
2228,He fumbled at his shirt and pulled out a <e1>wad</e1> of <e2>bank-notes</e2> tied with a string.,He fumbled at his shirt and pulled out a wad of bank-notes tied with a string.,wad,bank-notes,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
2229,New Western <e1>customs</e1> moved into the traditional Asian <e2>culture</e2>.,New Western customs moved into the traditional Asian culture.,customs,culture,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
2230,"Besieged by questions, the <e1>girl</e1> started a <e2>blog</e2> to defend herself, and to capitalise on her newfound fame.","Besieged by questions, the girl started a blog to defend herself, and to capitalise on her newfound fame.",girl,blog,"Product-Producer(e2,e1)",Product-Producer,"e2,e1",(a) is satisfied
2231,The <e1>stamp</e1> was inside a <e2>box</e2> for a double pack.,The stamp was inside a box for a double pack.,stamp,box,"Content-Container(e1,e2)",Content-Container,"e1,e2",prototypical example
2232,"He had a huge <e1>zoo</e1> of <e2>animals</e2>, savage beasts from the far parts of the world, but that wasn't enough for him.","He had a huge zoo of animals, savage beasts from the far parts of the world, but that wasn't enough for him.",zoo,animals,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
2233,"Starring an unforgettable <e1>husk</e1> of lively <e2>hares</e2>, the volume is set to nurture the positive presence of loved ones, - powerful players in the development of emotive resilience... and for the living of dreams.","Starring an unforgettable husk of lively hares, the volume is set to nurture the positive presence of loved ones, - powerful players in the development of emotive resilience... and for the living of dreams.",husk,hares,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
2234,"God, I'm glad that <e1>car</e1> had <e2>seat belts</e2>.","God, I'm glad that car had seat belts.",car,seat belts,"Component-Whole(e2,e1)",Component-Whole,"e2,e1",
2235,The <e1>pliers</e1> belong to John's <e2>electrician</e2>.,The pliers belong to John's electrician.,pliers,electrician,"Instrument-Agency(e1,e2)",Instrument-Agency,"e1,e2",implicit use.
2236,This readable <e1>book</e1> is the product of Darwin's amazing <e2>journey</e2> aboard the Beagle.,This readable book is the product of Darwin's amazing journey aboard the Beagle.,book,journey,Other,Other,none,Cannot be Cause-Effect or Product-Producer because of restrictions in those relations.
2237,"It should also train all public officials and civil servants to refrain from discriminating against this group, according to a new <e1>report</e1> by the European affairs <e2>committee</e2>.","It should also train all public officials and civil servants to refrain from discriminating against this group, according to a new report by the European affairs committee.",report,committee,"Product-Producer(e1,e2)",Product-Producer,"e1,e2","(a), (d) satisfied; modality is outside"
2238,The illicit <e1>guns</e1> flow into this <e2>country</e2> through Mexican gangs.,The illicit guns flow into this country through Mexican gangs.,guns,country,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
2239,"The control <e1>layout</e1> in the cabin comprises <e2>computer displays</e2>, traditional control panels and two joysticks for con- trolling the crane arm.","The control layout in the cabin comprises computer displays, traditional control panels and two joysticks for con- trolling the crane arm.",layout,computer displays,"Component-Whole(e2,e1)",Component-Whole,"e2,e1",
2240,The remainder of this <e1>report</e1> had relation to the <e2>payment</e2> of the loan from the bank.,The remainder of this report had relation to the payment of the loan from the bank.,report,payment,"Message-Topic(e1,e2)",Message-Topic,"e1,e2",
2241,The BM purchased from Stevens in December 1861 a <e1>parcel</e1> of 116 <e2>birds</e2> from various localities including Mysol.,The BM purchased from Stevens in December 1861 a parcel of 116 birds from various localities including Mysol.,parcel,birds,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
2242,A <e1>string</e1> of <e2>pack-ponies</e2> trotted through the pines behind them.,A string of pack-ponies trotted through the pines behind them.,string,pack-ponies,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
2243,"He scored 10 out of 14, performed below his rating at 2474, but still was the <e1>striker</e1> of the <e2>team</e2>.","He scored 10 out of 14, performed below his rating at 2474, but still was the striker of the team.",striker,team,"Member-Collection(e1,e2)",Member-Collection,"e1,e2",
2244,"Just like in Oyo State, Obasanjo sired a <e1>clique</e1> of <e2>renegades</e2>, who believe that the State treasury is their birthright.","Just like in Oyo State, Obasanjo sired a clique of renegades, who believe that the State treasury is their birthright.",clique,renegades,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",modality is outside
2245,A <e1>factory</e1> for <e2>cars</e2> and spareparts was built in Russia.,A factory for cars and spareparts was built in Russia.,factory,cars,"Product-Producer(e2,e1)",Product-Producer,"e2,e1",(a) is satisfied
2246,The new <e1>software</e1> is shipped to the major <e2>distributors</e2>.,The new software is shipped to the major distributors.,software,distributors,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
2247,"After an hour after lunch break, Kenny and Randy spotted a <e1>herd</e1> of <e2>boars</e2> in a common feeding area.","After an hour after lunch break, Kenny and Randy spotted a herd of boars in a common feeding area.",herd,boars,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
2248,He puts a driver bit that fits the <e1>screw</e1> in the drill press <e2>chuck</e2>.,He puts a driver bit that fits the screw in the drill press chuck.,screw,chuck,Other,Other,none,
2249,There was be just sufficient time for him to go there and return before the <e1>boat</e1> had left the <e2>shore</e2>.,There was be just sufficient time for him to go there and return before the boat had left the shore.,boat,shore,"Entity-Origin(e1,e2)",Entity-Origin,"e1,e2",
2250,"Love didn't find success initially as he bounced from one therapist to another, but eventually found a <e1>therapist</e1> with a <e2>program</e2> that worked for him.","Love didn't find success initially as he bounced from one therapist to another, but eventually found a therapist with a program that worked for him.",therapist,program,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",
2251,The <e1>defendant</e1> was acting from his own <e2>computer</e2> in London.,The defendant was acting from his own computer in London.,defendant,computer,Other,Other,none,
2252,The local <e1>newspaper</e1> keeps New Brighton residents informed on various <e2>events</e2> in the city.,The local newspaper keeps New Brighton residents informed on various events in the city.,newspaper,events,"Message-Topic(e1,e2)",Message-Topic,"e1,e2",
2253,The combined <e1>beam</e1> forms a picture using a light <e2>valve</e2>.,The combined beam forms a picture using a light valve.,beam,valve,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",The beam as an occurrence uses the valve (that is not part of the beam) in forming the picture.
2254,The <e1>music</e1> was composed by a <e2>musician</e2> who was not known outside his village.,The music was composed by a musician who was not known outside his village.,music,musician,"Product-Producer(e1,e2)",Product-Producer,"e1,e2",(a) is satisfied; negation is outside
2255,"<e1>Smoke</e1> from wood <e2>fires</e2> in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine, wife of Henry II, causing her to move out in 1157.","Smoke from wood fires in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine, wife of Henry II, causing her to move out in 1157.",Smoke,fires,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
2256,Those <e1>aliens</e1> travel to the deep <e2>space</e2> in seconds.,Those aliens travel to the deep space in seconds.,aliens,space,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
2257,"The <e1>user</e1> is cooling a processor with a power usage of 35W, using a conventional <e2>heatsink</e2>.","The user is cooling a processor with a power usage of 35W, using a conventional heatsink.",user,heatsink,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",
2258,The <e1>increase</e1> is caused by the <e2>absorption</e2> of UV radiation by the oxygen and ozone.,The increase is caused by the absorption of UV radiation by the oxygen and ozone.,increase,absorption,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
2259,The tray is also used to hold the <e1>cutlery</e1> in a kitchen <e2>drawer</e2>.,The tray is also used to hold the cutlery in a kitchen drawer.,cutlery,drawer,"Content-Container(e1,e2)",Content-Container,"e1,e2",prototypical example
2260,The court sent the <e1>drug addict</e1> into <e2>hibernation</e2>.,The court sent the drug addict into hibernation.,drug addict,hibernation,Other,Other,none,violates b.1 and c.3
2261,Another small <e1>devision</e1> of <e2>archers</e2> was sent towards Gots to inforse united army.,Another small devision of archers was sent towards Gots to inforse united army.,devision,archers,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",Definitely not devision. Check the Webste
2262,"The group made the <e1>cover</e1> of Rolling Stone <e2>magazine</e2> on March 29, 1973, 3 months after this was released.","The group made the cover of Rolling Stone magazine on March 29, 1973, 3 months after this was released.",cover,magazine,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
2263,They show that substantial <e1>intelligence</e1> was gained from pocket <e2>litter</e2> (materials found on detainees when they were captured).,They show that substantial intelligence was gained from pocket litter (materials found on detainees when they were captured).,intelligence,litter,"Entity-Origin(e1,e2)",Entity-Origin,"e1,e2",
