id,text,text_with_markers,relation_label,relation_type,entity1_text,entity2_text,label_id,num_tokens
6084,The cocaine was concealed inside a teddy bear.,The [E1]cocaine[/E1] was concealed inside a [E2]teddy bear[/E2].,"Content-Container(e1,e2)",Content-Container,cocaine,teddy bear,4,9
692,This paper offers a reflexive account of secondary analysis focused on the topic of convenience food and choice.,This paper offers a reflexive [E1]account[/E1] of secondary [E2]analysis[/E2] focused on the topic of convenience food and choice.,"Message-Topic(e1,e2)",Message-Topic,account,analysis,14,19
7870,"And we do recommend excersise, as the kitchen holds culinary temptations in store for you that are bound to prolong your evening and lift your spirit.","And we do recommend excersise, as the [E1]kitchen[/E1] holds [E2]culinary temptations[/E2] in store for you that are bound to prolong your evening and lift your spirit.",Other,Other,kitchen,culinary temptations,16,28
7251,The turn signal indicator inside the car was blinking erratically for the last month and someone recently explained that it meant the bulb had gone somewhere on the left.,The [E1]turn signal indicator[/E1] inside the [E2]car[/E2] was blinking erratically for the last month and someone recently explained that it meant the bulb had gone somewhere on the left.,"Component-Whole(e1,e2)",Component-Whole,turn signal indicator,car,2,30
5709,We sent a query to two servers at a time.,We sent a [E1]query[/E1] to two [E2]servers[/E2] at a time.,"Entity-Destination(e1,e2)",Entity-Destination,query,servers,6,11
4417,The bank issued a statement at around 2am in the UK confirming that it would buy Lehman's North American investment banking and capital markets business.,The [E1]bank[/E1] issued a [E2]statement[/E2] at around 2am in the UK confirming that it would buy Lehman's North American investment banking and capital markets business.,"Product-Producer(e2,e1)",Product-Producer,bank,statement,18,28
1728,"Frustrations, threats, and conflicts cause stress.","[E1]Frustrations[/E1], threats, and conflicts cause [E2]stress[/E2].","Cause-Effect(e1,e2)",Cause-Effect,Frustrations,stress,0,9
6929,The book was misplaced into the wrong shelf.,The [E1]book[/E1] was misplaced into the wrong [E2]shelf[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,book,shelf,6,9
3867,Magnetic nanoworms and nanocrystals deliver the amino acid to the tumors.,Magnetic nanoworms and nanocrystals deliver the [E1]amino acid[/E1] to the [E2]tumors[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,amino acid,tumors,6,12
3810,"The earthquake caused the failures of the electric power system, the water supply system, the sewer system, the telephone and telegraph systems.","The [E1]earthquake[/E1] caused the [E2]failures[/E2] of the electric power system, the water supply system, the sewer system, the telephone and telegraph systems.","Cause-Effect(e1,e2)",Cause-Effect,earthquake,failures,0,26
7097,"In many patients, the disease caused by the H5N1 virus follows an unusually aggressive clinical course, with rapid deterioration and high fatality.","In many patients, the [E1]disease[/E1] caused by the H5N1 [E2]virus[/E2] follows an unusually aggressive clinical course, with rapid deterioration and high fatality.","Cause-Effect(e2,e1)",Cause-Effect,disease,virus,1,25
1414,"Sam Houghton, a five-year old boy from Buxton, Derbyshire, patented an invention after coming up with an idea for a labour-saving broom to help his father sweep up leaves.","Sam Houghton, a five-year old [E1]boy[/E1] from Buxton, Derbyshire, patented an invention after coming up with an [E2]idea[/E2] for a labour-saving broom to help his father sweep up leaves.","Product-Producer(e2,e1)",Product-Producer,boy,idea,18,37
1872,The judgment was reported in local newspapers on Saturday.,The [E1]judgment[/E1] was reported in local [E2]newspapers[/E2] on Saturday.,"Message-Topic(e2,e1)",Message-Topic,judgment,newspapers,15,10
502,"It was an immense flight of gulls, seamews, and cormorants; a vast multitude of affrighted sea birds.","It was an immense [E1]flight[/E1] of [E2]gulls[/E2], seamews, and cormorants; a vast multitude of affrighted sea birds.","Member-Collection(e2,e1)",Member-Collection,flight,gulls,13,21
1402,The artist's development toolkit is one of a series of interactive artist's tookits.,The [E1]artist[/E1]'s development [E2]toolkit[/E2] is one of a series of interactive artist's tookits.,"Instrument-Agency(e2,e1)",Instrument-Agency,artist,toolkit,11,16
7141,"He used a stable form of liquid nitroglycerin carried in a bottle labeled as contact lens solution, using cotton as a stabilizer.","He used a stable form of [E1]liquid nitroglycerin[/E1] carried in a [E2]bottle[/E2] labeled as contact lens solution, using cotton as a stabilizer.","Content-Container(e1,e2)",Content-Container,liquid nitroglycerin,bottle,4,24
5965,The second day of the conference started with the fourth session on knowledge.,The second day of the [E1]conference[/E1] started with the fourth [E2]session[/E2] on knowledge.,"Component-Whole(e2,e1)",Component-Whole,conference,session,3,14
877,The disruption has been caused by a sensitivity reaction in the brain to an ingested substance.,The [E1]disruption[/E1] has been caused by a sensitivity reaction in the brain to an ingested [E2]substance[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,disruption,substance,1,17
2630,"His story begins with an old woman's attempt to locate her father's wartime Swiss bank account and spirals quickly into an emotionally charged, multibillion-dollar international knot of lawyers, bankers, and politicians.","His story begins with an old woman's attempt to locate her father's wartime Swiss bank account and spirals quickly into an emotionally charged, multibillion-dollar international [E1]knot[/E1] of [E2]lawyers[/E2], bankers, and politicians.","Member-Collection(e2,e1)",Member-Collection,knot,lawyers,13,39
4942,Somali pirates simply shift their area of activity to avoid international flotilla of navy ships in the area.,Somali pirates simply shift their area of activity to avoid international [E1]flotilla[/E1] of navy [E2]ships[/E2] in the area.,"Member-Collection(e2,e1)",Member-Collection,flotilla,ships,13,19
2046,A man is facing charges after police pulled him from a tank under a women's toilet that was filled with human waste.,A man is facing charges after police pulled him from a tank under a women's [E1]toilet[/E1] that was filled with human [E2]waste[/E2].,"Content-Container(e2,e1)",Content-Container,toilet,waste,5,24
6345,I sent the Daily family a moving statement made by the mother of Michael Kelly.,I sent the Daily family a moving [E1]statement[/E1] made by the [E2]mother[/E2] of Michael Kelly.,"Product-Producer(e1,e2)",Product-Producer,statement,mother,17,16
1185,Dr. Brian Howard is a remarkably skilled Atlanta plastic surgeon who is part of a select group of medical professionals who has certification in plastic surgery.,Dr. Brian Howard is a remarkably skilled Atlanta plastic [E1]surgeon[/E1] who is part of a select [E2]group[/E2] of medical professionals who has certification in plastic surgery.,"Member-Collection(e1,e2)",Member-Collection,surgeon,group,12,27
1424,The acupressure is a skill derived from the Acupuncture and Moxibusti branch of the Chinese Traditional Medicine.,The [E1]acupressure[/E1] is a skill derived from the Acupuncture and Moxibusti [E2]branch[/E2] of the Chinese Traditional Medicine.,"Entity-Origin(e1,e2)",Entity-Origin,acupressure,branch,8,18
1591,A number of scientific criticisms of Duesberg's hypothesis were summarised in a review article in the journal Science in 1994.,A number of scientific [E1]criticisms[/E1] of Duesberg's hypothesis were summarised in a review [E2]article[/E2] in the journal Science in 1994.,"Message-Topic(e2,e1)",Message-Topic,criticisms,article,15,22
3176,"This week the organist was from nearby Trinity Episcopal church, and he did a wonderful job.","This week the [E1]organist[/E1] was from nearby Trinity Episcopal [E2]church[/E2], and he did a wonderful job.","Entity-Origin(e1,e2)",Entity-Origin,organist,church,8,18
2642,"When it arrived, the kapok fiber was sealed in vinyl plastic packets to prevent exposure to the water.","When it arrived, the [E1]kapok fiber[/E1] was sealed in vinyl [E2]plastic packets[/E2] to prevent exposure to the water.","Content-Container(e1,e2)",Content-Container,kapok fiber,plastic packets,4,20
5895,The foreign company has entered into the insurance market in China.,The foreign [E1]company[/E1] has entered into the insurance [E2]market[/E2] in China.,Other,Other,company,market,16,12
5734,This article is included into Australia's most well respected newspaper.,This [E1]article[/E1] is included into Australia's most well respected [E2]newspaper[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,article,newspaper,6,12
4212,"Many symptoms of fight or flight are caused by chemical changes in the body, but these two symptoms of are caused by chronic, rapid, shallow breathing.","Many [E1]symptoms[/E1] of fight or flight are caused by [E2]chemical changes[/E2] in the body, but these two symptoms of are caused by chronic, rapid, shallow breathing.","Cause-Effect(e2,e1)",Cause-Effect,symptoms,chemical changes,1,30
3431,Discovery consists of seeing what everybody else has seen and thinking what nobody else has thought.,[E1]Discovery[/E1] consists of [E2]seeing[/E2] what everybody else has seen and thinking what nobody else has thought.,Other,Other,Discovery,seeing,16,17
3566,The boy sculpts a pony out of mud and takes care of it as if it were real.,The [E1]boy[/E1] sculpts a pony out of [E2]mud[/E2] and takes care of it as if it were real.,"Instrument-Agency(e2,e1)",Instrument-Agency,boy,mud,11,19
4012,"A man picked us up at an airport on the west coast a short time ago, and on the floor of his car was a bottle with liquid in it.","A man picked us up at an airport on the west coast a short time ago, and on the floor of his car was a [E1]bottle[/E1] with [E2]liquid[/E2] in it.","Content-Container(e2,e1)",Content-Container,bottle,liquid,5,32
4037,The team prepared GIS precipitation and contour maps of the area (approximately 777 square miles) depicting the landforms and identifying the flooding and landslides caused by the rainfall.,The team prepared GIS precipitation and contour maps of the area (approximately 777 square miles) depicting the landforms and identifying the [E1]flooding[/E1] and landslides caused by the [E2]rainfall[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,flooding,rainfall,1,31
93,The second simulation was started from the uncomplexed x-ray structure after insertion of the ligand into the binding site.,The second [E1]simulation[/E1] was started from the uncomplexed x-ray [E2]structure[/E2] after insertion of the ligand into the binding site.,"Entity-Origin(e1,e2)",Entity-Origin,simulation,structure,8,22
1366,Employees increasingly are turning to medication - and away from therapy - to treat depression.,[E1]Employees[/E1] increasingly are turning to [E2]medication[/E2] - and away from therapy - to treat depression.,"Instrument-Agency(e2,e1)",Instrument-Agency,Employees,medication,11,16
7210,"The Global Warming segment starts off with two, cute anecdotes about flowers blooming early and aardvarks moving North.","The Global Warming [E1]segment[/E1] starts off with two, cute [E2]anecdotes[/E2] about flowers blooming early and aardvarks moving North.","Component-Whole(e2,e1)",Component-Whole,segment,anecdotes,3,20
